"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"SocialDynamics.nlogo"
"Wet weather group runners vs solo runners and spectators (21km)"
"05/01/2024 15:35:56:250 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","percentage-of-solo-runners","race-distance","number-of-runners","number-of-spectators","weather","[step]","total-runners-in-group","avg-group-runners-finish-time","avg-group-runners-speed","total-socially-suspectible-runners-in-group","socially-suspectible-group-runners-avg-finish-time","socially-suspectible-group-runners-avg-speed","non-socially-suspectible-group-runners-avg-finish-time","non-socially-suspectible-group-runners-avg-speed","total-solo-runners","avg-solo-runner-finish-time","avg-solo-runner-speed","total-solo-socially-suspectible-runners","socially-suspectible-solo-runners-avg-finish-time","socially-suspectible-solo-runners-avg-speed","non-socially-suspectible-solo-runners-avg-finish-time","non-social-suspectible-solo-runners-avg-speed"
"70","50","21","20","50","wet","11707","6","156.46","8.27","4","156.41","8.2675","156.57","8.29","14","164.9","8.5","8","166.1","8.487499999999999","163.31","8.513333333333332"
"73","50","21","20","50","wet","10653","4","150.75","7.48","3","150.75","7.48","150.77","7.48","16","158.41","7.97","10","161.48","7.986999999999999","153.3","7.941666666666666"
"72","50","21","20","50","wet","11520","4","142.46","7.13","1","142.4","7.12","142.48","7.133333333333334","16","151.51","7.71","9","148.26","7.493333333333334","155.7","7.982857142857143"
"77","50","21","20","50","wet","10370","1","157.22","8.18","1","157.22","8.18","0","0","19","157.02","7.88","12","155.62","7.698333333333335","159.41","8.179999999999998"
"76","50","21","20","50","wet","11285","6","151.52","8.07","4","151.5","8.062500000000002","151.56","8.085","14","147.58","7.51","10","144.51","7.215","155.25","8.26"
"71","50","21","20","50","wet","12575","2","158.92","8.13","0","0","0","158.92","8.13","18","162.23","8.22","11","160.37","8.013636363636364","165.15","8.544285714285714"
"75","50","21","20","50","wet","11700","6","150.63","8.09","2","150.6","8.08","150.64","8.095","14","160.99","8.37","5","172.28","8.642","154.71","8.21888888888889"
"74","50","21","20","50","wet","12597","1","150.7","8.23","0","0","0","150.7","8.23","19","154.61","8.07","10","157.47","7.975999999999999","151.43","8.182222222222224"
"81","50","21","20","50","wet","11066","5","150.76","8.05","2","150.73","8.04","150.78","8.056666666666668","15","161.51","8.24","8","162.08","8.11375","160.86","8.377142857142857"
"80","50","21","20","50","wet","11979","6","150.74","8.01","2","150.73","8.01","150.75","8.01","14","148.02","7.7","6","137.41","6.851666666666666","155.98","8.33"
"79","50","21","20","50","wet","12196","3","172.64","9.22","2","172.63","9.22","172.65","9.22","17","164.81","8.54","8","157.64","7.9975000000000005","171.19","9.02111111111111"
"78","50","21","20","50","wet","12563","3","150.26","8.17","2","150.25","8.165","150.28","8.18","17","154.9","8.11","10","144.32","7.444","170","9.067142857142857"
"84","50","21","20","50","wet","11564","5","166.2","8.24","1","166.22","8.22","166.19","8.245","15","159.69","8","10","156.8","7.763999999999999","165.47","8.464"
"82","50","21","20","50","wet","12559","4","157.8","8.39","2","157.73","8.38","157.87","8.39","16","161.89","8.22","8","166.46","8.3125","157.32","8.135"
"83","50","21","20","50","wet","12187","5","151.68","7.56","2","151.65","7.55","151.69","7.573333333333334","15","160.45","8.21","7","153.82","7.582857142857142","166.25","8.75625"
"85","50","21","20","50","wet","11655","4","156.71","8.35","3","156.7","8.35","156.73","8.35","16","159.88","8.29","9","168.88","8.678888888888888","148.3","7.791428571428572"
"90","50","21","20","50","wet","11052","0","0","0","0","0","0","0","0","20","159.46","7.98","11","159.74","7.98","159.11","7.983333333333333"
"86","50","21","20","50","wet","11937","4","151.3","8.02","1","151.27","8.01","151.31","8.023333333333333","16","160.9","8.15","9","157.02","7.702222222222224","165.89","8.729999999999999"
"88","50","21","20","50","wet","11650","0","0","0","0","0","0","0","0","20","149.68","7.73","13","144.95","7.369999999999999","158.47","8.391428571428571"
"87","50","21","20","50","wet","12387","3","151.79","8.01","2","151.79","8.01","151.8","8.01","17","158.31","8.13","8","149.16","7.288749999999999","166.44","8.876666666666667"
"92","50","21","20","50","wet","10985","3","172.98","9.03","1","172.92","9.01","173.02","9.045","17","164.42","8.42","7","158.89","7.982857142857143","168.3","8.725"
"89","50","21","20","50","wet","12790","7","170.61","8.5","4","170.6","8.492500000000001","170.61","8.51","13","167.27","8.79","5","160.76","8.193999999999999","171.34","9.17"
"91","50","21","20","50","wet","12566","4","151.18","8.06","1","151.17","8.06","151.19","8.063333333333334","16","161.68","8.37","7","174.35","8.677142857142858","151.83","8.123333333333331"
"93","50","21","20","50","wet","11918","4","149.22","7.12","3","149.21","7.12","149.25","7.13","16","151.8","7.64","9","149.27","7.272222222222222","155.05","8.108571428571429"
"94","50","21","20","50","wet","11974","7","165.64","8.22","4","165.63","8.215","165.64","8.23","13","163.23","8.35","8","156.96","7.95375","173.28","8.984"
"96","50","21","20","50","wet","11707","3","151.75","7.49","2","151.7","7.47","151.85","7.52","17","151.44","7.66","9","151.21","7.354444444444445","151.69","8.0025"
"95","50","21","20","50","wet","12882","7","159.1","8.12","5","159.02","8.1","159.31","8.155","13","168.66","8.77","7","167.03","8.557142857142857","170.55","9.011666666666665"
"98","50","21","20","50","wet","12351","0","0","0","0","0","0","0","0","20","161.03","8.33","8","164.56","8.3875","158.67","8.284166666666668"
"97","50","21","20","50","wet","12891","3","150.19","8.23","1","150.17","8.22","150.2","8.235000000000001","17","158.19","8.3","9","155.7","7.944444444444445","160.99","8.71"
"99","50","21","20","50","wet","11921","4","143.44","7.21","3","143.44","7.203333333333333","143.45","7.21","16","147.3","7.55","9","144.14","7.27","151.37","7.917142857142858"
"100","50","21","20","50","wet","12215","4","172.35","9.23","2","172.29","9.22","172.4","9.235000000000001","16","161.45","8.37","10","164.65","8.363999999999999","156.13","8.386666666666667"
